timestamp,co2,temp,hum,state
2026-04-27 08:23:05,1203.8,29.94,35.6,normal
2026-04-27 08:23:10,1199.9,29.84,35.9,normal
2026-04-27 08:23:15,1197.1,29.81,35.9,normal
2026-04-27 08:23:20,1190.8,29.81,35.9,normal
2026-04-27 08:23:25,1185.2,29.79,35.9,normal
2026-04-27 08:23:30,1180.7,29.77,36.1,normal
2026-04-27 08:23:35,1168.5,29.67,36.0,normal
2026-04-27 08:23:40,1161.6,29.58,36.1,normal
2026-04-27 08:23:45,1154.0,29.53,36.1,normal
2026-04-27 08:23:50,1143.3,29.42,36.2,normal
2026-04-27 08:23:55,1140.6,29.3,36.2,normal
2026-04-27 08:24:00,1132.9,29.24,36.4,normal
2026-04-27 08:24:05,1124.7,29.24,36.5,normal
2026-04-27 08:24:10,1116.1,29.13,36.4,normal
2026-04-27 08:24:15,1106.9,29.05,36.2,normal
2026-04-27 08:24:20,1103.2,28.96,36.2,normal
2026-04-27 08:24:25,1096.2,28.83,36.1,normal
2026-04-27 08:24:30,1094.2,28.81,36.0,normal
2026-04-27 08:24:35,1089.6,28.66,36.0,normal
2026-04-27 08:24:40,1082.4,28.58,36.1,normal
2026-04-27 08:24:45,1078.9,28.44,36.1,normal
2026-04-27 08:24:50,1075.4,28.45,36.0,normal
2026-04-27 08:24:55,1069.1,28.41,36.0,normal
2026-04-27 08:25:00,1060.5,28.3,36.0,normal
2026-04-27 08:25:05,1053.9,28.17,36.2,normal
2026-04-27 08:25:10,1049.7,28.07,36.3,normal
2026-04-27 08:25:15,1043.2,27.96,36.2,normal
2026-04-27 08:25:20,1036.9,27.96,36.3,normal
2026-04-27 08:25:25,1032.2,27.84,36.3,normal
2026-04-27 08:25:30,1026.0,27.83,36.2,normal
2026-04-27 08:25:35,1022.2,27.73,36.3,normal
2026-04-27 08:25:40,1018.2,27.7,36.4,normal
2026-04-27 08:25:45,1014.4,27.75,36.2,normal
2026-04-27 08:25:50,1008.7,27.64,36.3,normal
2026-04-27 08:25:55,1007.0,27.56,36.4,normal
2026-04-27 08:26:00,1002.1,27.55,36.5,normal
2026-04-27 08:26:05,992.3,27.45,36.5,normal
2026-04-27 08:26:10,982.3,27.48,36.6,normal
2026-04-27 08:26:15,978.7,27.49,36.9,normal
2026-04-27 08:26:20,975.7,27.42,37.0,normal
2026-04-27 08:26:25,972.0,27.37,37.0,normal
2026-04-27 08:26:30,967.5,27.3,37.0,normal
2026-04-27 08:26:35,964.2,27.21,37.1,normal
2026-04-27 08:26:40,962.3,27.21,37.2,normal
2026-04-27 08:26:45,955.2,27.14,37.3,normal
2026-04-27 08:26:50,951.6,27.14,37.3,normal
2026-04-27 08:26:55,943.9,27.0,37.3,normal
2026-04-27 08:27:00,941.0,26.97,37.2,normal
2026-04-27 08:27:05,935.3,26.93,37.1,normal
2026-04-27 08:27:10,928.2,26.9,37.0,normal
2026-04-27 08:27:15,924.7,26.83,37.0,normal
2026-04-27 08:27:20,923.8,26.7,36.9,normal
2026-04-27 08:27:25,917.4,26.74,37.0,normal
2026-04-27 08:27:30,912.2,26.75,36.9,normal
2026-04-27 08:27:35,909.2,26.72,37.0,normal
2026-04-27 08:27:40,905.9,26.57,37.1,normal
2026-04-27 08:27:45,901.8,26.54,37.1,normal
2026-04-27 08:27:50,899.2,26.58,36.9,normal
2026-04-27 08:27:55,891.5,26.56,37.0,normal
2026-04-27 08:28:00,890.7,26.56,37.1,normal
2026-04-27 08:28:05,885.8,26.51,37.0,normal
2026-04-27 08:28:10,882.3,26.43,37.0,normal
2026-04-27 08:28:15,877.5,26.44,37.0,normal
2026-04-27 08:28:20,876.0,26.37,37.0,normal
2026-04-27 08:28:25,869.8,26.33,37.0,normal
2026-04-27 08:28:30,870.5,26.34,37.2,normal
2026-04-27 08:28:35,866.0,26.33,37.2,normal
2026-04-27 08:28:40,864.8,26.27,37.3,normal
2026-04-27 08:28:45,861.6,26.22,37.4,normal
2026-04-27 08:28:50,856.9,26.21,37.3,normal
2026-04-27 08:28:55,851.1,26.15,37.1,normal
2026-04-27 08:29:00,845.3,26.23,37.3,normal
2026-04-27 08:29:05,842.9,26.21,37.4,normal
2026-04-27 08:29:10,835.4,26.12,37.4,normal
2026-04-27 08:29:15,830.7,26.12,37.4,normal
2026-04-27 08:29:20,829.6,26.07,37.3,normal
2026-04-27 08:29:25,824.4,26.04,37.5,normal
2026-04-27 08:29:30,821.3,26.05,37.7,normal
2026-04-27 08:29:35,817.3,26.0,37.6,normal
2026-04-27 08:29:40,811.8,25.89,37.6,normal
2026-04-27 08:29:45,805.6,25.8,37.7,normal
2026-04-27 08:29:50,800.2,25.76,37.6,normal
2026-04-27 08:29:55,797.1,25.73,37.5,normal
2026-04-27 08:30:00,793.3,25.63,37.5,normal
2026-04-27 08:30:05,788.1,25.55,37.6,normal
2026-04-27 08:30:10,783.8,25.5,37.8,normal
2026-04-27 08:30:15,780.7,25.45,37.9,normal
2026-04-27 08:30:20,777.6,25.43,37.8,normal
2026-04-27 08:30:25,777.2,25.38,38.0,normal
2026-04-27 08:30:30,769.1,25.31,38.2,normal
2026-04-27 08:30:35,763.3,25.21,38.2,normal
2026-04-27 08:30:40,762.1,25.25,38.3,normal
2026-04-27 08:30:45,761.8,25.21,38.2,normal
2026-04-27 08:30:50,759.1,25.19,38.0,normal
2026-04-27 08:30:55,758.5,25.14,38.1,normal
2026-04-27 08:31:00,757.4,25.1,38.0,normal
2026-04-27 08:31:05,756.0,25.06,38.0,normal
2026-04-27 08:31:10,753.1,24.99,38.0,normal
2026-04-27 08:31:15,751.7,24.98,38.2,normal
2026-04-27 08:31:20,754.1,24.89,38.1,normal
2026-04-27 08:31:25,757.7,24.9,38.1,normal
2026-04-27 08:31:30,753.4,24.89,38.1,normal
2026-04-27 08:31:35,747.7,24.83,38.1,normal
2026-04-27 08:31:40,745.9,24.79,38.1,normal
2026-04-27 08:31:45,741.0,24.66,38.2,normal
2026-04-27 08:31:50,741.1,24.67,38.3,normal
2026-04-27 08:31:55,740.3,24.69,38.2,normal
2026-04-27 08:32:00,736.1,24.67,38.1,normal
2026-04-27 08:32:05,733.3,24.7,38.0,normal
2026-04-27 08:32:10,728.1,24.68,38.2,normal
2026-04-27 08:32:15,727.7,24.72,38.2,normal
2026-04-27 08:32:20,723.8,24.71,38.4,normal
2026-04-27 08:32:25,721.0,24.75,38.3,normal
2026-04-27 08:32:30,719.0,24.79,38.3,normal
2026-04-27 08:32:35,718.7,24.8,38.3,normal
2026-04-27 08:32:40,714.1,24.84,38.2,normal
2026-04-27 08:32:45,708.9,24.81,38.2,normal
2026-04-27 08:32:50,707.1,24.77,38.1,normal
2026-04-27 08:32:55,702.5,24.82,38.0,normal
2026-04-27 08:33:00,695.8,24.76,38.1,normal
2026-04-27 08:33:05,694.2,24.77,38.1,normal
2026-04-27 08:33:10,691.9,24.77,38.2,normal
2026-04-27 08:33:15,691.5,24.75,38.2,normal
2026-04-27 08:33:20,689.8,24.71,38.2,normal
2026-04-27 08:33:25,687.4,24.66,38.1,normal
2026-04-27 08:33:30,685.7,24.65,38.0,normal
2026-04-27 08:33:35,680.9,24.62,37.9,normal
2026-04-27 08:33:40,678.1,24.53,37.7,normal
2026-04-27 08:33:45,675.8,24.53,37.7,normal
2026-04-27 08:33:50,670.7,24.45,37.9,normal
2026-04-27 08:33:55,668.4,24.45,37.9,normal
2026-04-27 08:34:00,669.3,24.44,38.0,normal
2026-04-27 08:34:05,666.7,24.42,38.1,normal
2026-04-27 08:34:10,664.8,24.37,38.2,normal
2026-04-27 08:34:15,664.8,24.37,38.2,normal
2026-04-27 08:34:20,665.6,24.38,38.3,normal
2026-04-27 08:34:25,666.7,24.32,38.3,normal
2026-04-27 08:34:30,666.9,24.33,38.3,normal
2026-04-27 08:34:35,667.7,24.3,38.2,normal
2026-04-27 08:34:40,666.5,24.35,38.2,normal
2026-04-27 08:34:45,660.9,24.28,38.3,normal
2026-04-27 08:34:50,659.7,24.33,38.3,normal
2026-04-27 08:34:55,660.0,24.31,38.4,normal
2026-04-27 08:35:00,658.1,24.31,38.4,normal
2026-04-27 08:35:05,657.7,24.22,38.3,normal
2026-04-27 08:35:10,657.9,24.1,38.3,normal
2026-04-27 08:35:15,656.4,23.99,38.3,normal
2026-04-27 08:35:20,653.3,23.95,38.1,normal
2026-04-27 08:35:25,648.8,23.87,38.2,normal
2026-04-27 08:35:30,647.8,23.88,38.2,normal
2026-04-27 08:35:35,643.3,23.85,38.1,normal
2026-04-27 08:35:40,643.2,23.76,38.2,normal
2026-04-27 08:35:45,643.8,23.68,38.0,normal
2026-04-27 08:35:50,644.8,23.73,38.2,normal
2026-04-27 08:35:55,642.1,23.63,38.4,normal
2026-04-27 08:36:00,639.2,23.56,38.2,normal
2026-04-27 08:36:05,639.8,23.55,38.3,normal
2026-04-27 08:36:10,638.2,23.55,38.4,normal
2026-04-27 08:36:15,639.0,23.62,38.3,normal
2026-04-27 08:36:20,639.2,23.65,38.4,normal
2026-04-27 08:36:25,634.3,23.56,38.3,normal
2026-04-27 08:36:30,634.8,23.58,38.4,normal
2026-04-27 08:36:35,634.3,23.59,38.5,normal
2026-04-27 08:36:40,637.4,23.5,38.4,normal
2026-04-27 08:36:45,638.8,23.36,38.7,normal
2026-04-27 08:36:50,637.0,23.25,38.7,normal
2026-04-27 08:36:55,633.9,23.22,38.8,normal
2026-04-27 08:37:00,628.6,23.16,38.9,normal
2026-04-27 08:37:05,626.2,23.23,38.8,normal
2026-04-27 08:37:10,624.6,23.21,38.8,normal
2026-04-27 08:37:15,621.5,23.2,38.9,normal
2026-04-27 08:37:20,620.3,23.16,38.8,normal
2026-04-27 08:37:25,618.7,23.19,38.8,normal
2026-04-27 08:37:30,618.2,23.13,38.8,normal
2026-04-27 08:37:35,615.4,23.08,38.8,normal
2026-04-27 08:37:40,613.6,22.97,38.8,normal
2026-04-27 08:37:45,612.4,22.92,38.8,normal
2026-04-27 08:37:50,612.3,22.94,38.8,normal
2026-04-27 08:37:55,610.1,23.03,38.7,normal
2026-04-27 08:38:00,610.1,22.99,38.6,normal
2026-04-27 08:38:05,611.1,22.99,38.6,normal
2026-04-27 08:38:10,609.4,23.09,38.7,normal
2026-04-27 08:38:15,610.5,22.98,38.8,normal
2026-04-27 08:38:20,611.9,23.03,38.9,normal
2026-04-27 08:38:25,611.0,23.09,38.7,normal
2026-04-27 08:38:30,612.1,23.04,38.7,normal
2026-04-27 08:38:35,610.4,23.08,38.8,normal
2026-04-27 08:38:40,608.7,23.15,38.7,normal
2026-04-27 08:38:45,606.9,23.21,38.5,normal
2026-04-27 08:38:50,607.5,23.19,38.4,normal
2026-04-27 08:38:55,606.6,23.05,38.3,normal
2026-04-27 08:39:00,608.2,23.14,38.3,normal
2026-04-27 08:39:05,610.2,23.16,38.4,normal
2026-04-27 08:39:10,610.5,23.21,38.3,normal
2026-04-27 08:39:15,610.0,23.16,38.4,normal
2026-04-27 08:39:20,605.0,23.15,38.4,normal
2026-04-27 08:39:25,604.1,23.13,38.2,normal
2026-04-27 08:39:30,601.0,23.21,38.0,normal
2026-04-27 08:39:35,600.4,23.18,37.9,normal
2026-04-27 08:39:40,600.6,23.22,38.0,normal
2026-04-27 08:39:45,600.3,23.33,37.7,normal
2026-04-27 08:39:50,601.8,23.37,37.7,normal
2026-04-27 08:39:55,602.3,23.42,37.6,normal
2026-04-27 08:40:00,603.8,23.38,37.7,normal
2026-04-27 08:40:05,606.6,23.35,37.6,normal
2026-04-27 08:40:10,602.2,23.35,37.5,normal
2026-04-27 08:40:15,601.4,23.4,37.6,normal
2026-04-27 08:40:20,597.0,23.41,37.6,normal
2026-04-27 08:40:25,597.8,23.43,37.7,normal
2026-04-27 08:40:30,598.5,23.47,37.6,normal
